8,001000001 010001110 100110000
0,111111111 000000000 000000000
6,011111111 100000000 000000000
3,011111011 100000000 000000100
4,011011011 100100000 000000100
5,011001011 100100000 000010100
1,011000011 100101000 000010100
7,001000011 100101000 010010100
2,001000001 100101010 010010100
7,111111111 000000000 000000000
0,111111101 000000010 000000000
2,011111101 000000010 100000000
3,010111101 001000010 100000000
4,010011101 001000010 100100000
1,010001101 001010010 100100000
5,000001101 001010010 110100000
6,000000101 001011010 110100000
6,111111111 000000000 000000000
3,111111011 000000100 000000000
2,111011011 000000100 000100000
4,110011011 001000100 000100000
5,110001011 001000100 000110000
0,110000011 001001100 000110000
7,010000011 001001100 100110000
8,010000001 001001110 100110000
6,111111111 000000000 000000000
8,111111011 000000100 000000000
0,111111010 000000100 000000001
1,011111010 100000100 000000001
3,001111010 100000100 010000001
4,111111111 000000000 000000000
0,111101111 000010000 000000000
7,011101111 000010000 100000000
2,011101101 000010010 100000000
1,010101101 000010010 101000000
3,111111111 000000000 000000000
2,111011111 000100000 000000000
4,110011111 000100000 001000000
5,110001111 000110000 001000000
6,110000111 000110000 001001000
1,110000011 000110100 001001000
0,100000011 000110100 011001000
8,111111111 000000000 000000000
6,111111110 000000001 000000000
3,111111010 000000001 000000100
2,111011010 000100001 000000100
0,110011010 000100001 001000100
1,010011010 100100001 001000100
5,000011010 100100001 011000100
4,000010010 100101001 011000100
4,111111111 000000000 000000000
6,111101111 000010000 000000000
5,111101011 000010000 000000100
0,111100011 000011000 000000100
7,011100011 000011000 100000100
3,011100001 000011010 100000100
3,111111111 000000000 000000000
0,111011111 000100000 000000000
6,011011111 000100000 100000000
1,011011011 000100100 100000000
5,001011011 000100100 110000000
4,001010011 000101100 110000000
8,001000011 000101100 110010000
2,001000010 000101101 110010000
8,111111111 000000000 000000000
3,111111110 000000001 000000000
0,111011110 000000001 000100000
5,011011110 100000001 000100000
1,011010110 100000001 000101000
4,001010110 110000001 000101000
2,111111111 000000000 000000000
6,110111111 001000000 000000000
1,110111011 001000000 000000100
5,100111011 011000000 000000100
4,100110011 011000000 000001100
3,100100011 011010000 000001100
0,100000011 011010000 000101100
3,111111111 000000000 000000000
6,111011111 000100000 000000000
4,111011011 000100000 000000100
7,111001011 000110000 000000100
1,111001001 000110000 000000110
0,101001001 010110000 000000110
5,001001001 010110000 100000110
2,111111111 000000000 000000000
6,110111111 001000000 000000000
7,110111011 001000000 000000100
8,110111001 001000010 000000100
0,110111000 001000010 000000101
3,010111000 101000010 000000101
5,010011000 101000010 000100101
4,010010000 101001010 000100101
1,010000000 101001010 000110101
0,111111111 000000000 000000000
6,011111111 100000000 000000000
7,011111011 100000000 000000100
3,011111001 100000010 000000100
4,011011001 100000010 000100100
1,011001001 100010010 000100100
2,001001001 100010010 010100100
5,000001001 101010010 010100100
8,000000001 101010010 010101100
3,111111111 000000000 000000000
7,111011111 000100000 000000000
5,111011101 000100000 000000010
4,111010101 000101000 000000010
6,111000101 000101000 000010010
1,111000001 000101100 000010010
8,111111111 000000000 000000000
6,111111110 000000001 000000000
1,111111010 000000001 000000100
0,101111010 010000001 000000100
7,001111010 010000001 100000100
3,001111000 010000011 100000100
5,111111111 000000000 000000000
6,111110111 000001000 000000000
3,111110011 000001000 000000100
0,111010011 000101000 000000100
8,011010011 000101000 100000100
7,011010010 000101001 100000100
4,011010000 000101001 100000110
7,111111111 000000000 000000000
8,111111101 000000010 000000000
1,111111100 000000010 000000001
6,101111100 010000010 000000001
0,101111000 010000010 000000101
4,001111000 110000010 000000101
5,001101000 110000010 000010101
3,001100000 110001010 000010101
2,001000000 110001010 000110101
5,111111111 000000000 000000000
2,111110111 000001000 000000000
4,110110111 000001000 001000000
7,110100111 000011000 001000000
8,110100101 000011000 001000010
1,110100100 000011001 001000010
0,100100100 000011001 011000010
8,111111111 000000000 000000000
5,111111110 000000001 000000000
1,111110110 000000001 000001000
3,101110110 010000001 000001000
7,101010110 010000001 000101000
0,101010100 010000011 000101000
6,001010100 010000011 100101000
2,111111111 000000000 000000000
7,110111111 001000000 000000000
0,110111101 001000000 000000010
8,010111101 101000000 000000010
6,010111100 101000000 000000011
4,010111000 101000100 000000011
3,010101000 101000100 000010011
8,111111111 000000000 000000000
7,111111110 000000001 000000000
3,111111100 000000001 000000010
6,111011100 000100001 000000010
1,111011000 000100001 000000110
4,101011000 010100001 000000110
5,101001000 010100001 000010110
0,101000000 010101001 000010110
2,001000000 010101001 100010110
4,111111111 000000000 000000000
5,111101111 000010000 000000000
6,111100111 000010000 000001000
8,111100011 000010100 000001000
1,111100010 000010100 000001001
7,101100010 010010100 000001001
3,101100000 010010100 000001011
2,101000000 010110100 000001011
8,111111111 000000000 000000000
7,111111110 000000001 000000000
6,111111100 000000001 000000010
3,111111000 000000101 000000010
2,111011000 000000101 000100010
1,110011000 001000101 000100010
5,100011000 001000101 010100010
1,111111111 000000000 000000000
5,101111111 010000000 000000000
2,101110111 010000000 000001000
3,100110111 011000000 000001000
6,100010111 011000000 000101000
4,100010011 011000100 000101000
8,111111111 000000000 000000000
3,111111110 000000001 000000000
6,111011110 000000001 000100000
7,111011010 000000101 000100000
0,111011000 000000101 000100010
1,011011000 100000101 000100010
4,001011000 100000101 010100010
1,111111111 000000000 000000000
8,101111111 010000000 000000000
5,101111110 010000000 000000001
4,101110110 010001000 000000001
0,101100110 010001000 000010001
6,001100110 110001000 000010001
7,001100010 110001000 000010101
2,001100000 110001010 000010101
7,111111111 000000000 000000000
5,111111101 000000010 000000000
3,111110101 000000010 000001000
8,111010101 000100010 000001000
2,111010100 000100010 000001001
1,110010100 001100010 000001001
4,100010100 001100010 010001001
0,100000100 001110010 010001001
6,000000100 001110010 110001001
3,111111111 000000000 000000000
8,111011111 000100000 000000000
1,111011110 000100000 000000001
2,101011110 010100000 000000001
5,100011110 010100000 001000001
6,100010110 010101000 001000001
0,100010010 010101000 001000101
4,000010010 110101000 001000101
3,111111111 000000000 000000000
7,111011111 000100000 000000000
6,111011101 000100000 000000010
1,111011001 000100100 000000010
0,101011001 000100100 010000010
5,111111111 000000000 000000000
4,111110111 000001000 000000000
3,111100111 000001000 000010000
0,111000111 000101000 000010000
6,011000111 000101000 100010000
8,011000011 000101100 100010000
1,111111111 000000000 000000000
3,101111111 010000000 000000000
0,101011111 010000000 000100000
8,001011111 110000000 000100000
2,001011110 110000000 000100001
0,111111111 000000000 000000000
5,011111111 100000000 000000000
1,011110111 100000000 000001000
8,001110111 110000000 000001000
3,001110110 110000000 000001001
4,001010110 110100000 000001001
6,001000110 110100000 000011001
3,111111111 000000000 000000000
2,111011111 000100000 000000000
7,110011111 000100000 001000000
4,110011101 000100010 001000000
5,110001101 000100010 001010000
1,110000101 000101010 001010000
6,100000101 000101010 011010000
0,100000001 000101110 011010000
7,111111111 000000000 000000000
6,111111101 000000010 000000000
1,111111001 000000010 000000100
8,101111001 010000010 000000100
0,101111000 010000010 000000101
4,001111000 110000010 000000101
5,001101000 110000010 000010101
3,001100000 110001010 000010101
2,001000000 110001010 000110101
7,111111111 000000000 000000000
6,111111101 000000010 000000000
2,111111001 000000010 000000100
5,110111001 001000010 000000100
1,110110001 001000010 000001100
3,100110001 011000010 000001100
4,100010001 011000010 000101100
7,111111111 000000000 000000000
0,111111101 000000010 000000000
1,011111101 000000010 100000000
4,001111101 010000010 100000000
6,001101101 010000010 100010000
3,001101001 010000110 100010000
2,001001001 010000110 100110000
8,000001001 011000110 100110000
8,111111111 000000000 000000000
6,111111110 000000001 000000000
3,111111010 000000001 000000100
4,111011010 000100001 000000100
5,111001010 000100001 000010100
1,111000010 000101001 000010100
2,101000010 000101001 010010100
5,111111111 000000000 000000000
8,111110111 000001000 000000000
2,111110110 000001000 000000001
4,110110110 001001000 000000001
3,110100110 001001000 000010001
6,110000110 001101000 000010001
1,110000010 001101000 000010101
7,100000010 011101000 000010101
0,111111111 000000000 000000000
8,011111111 100000000 000000000
2,011111110 100000000 000000001
1,010111110 101000000 000000001
3,000111110 101000000 010000001
5,000011110 101100000 010000001
4,000010110 101100000 010001001
7,000000110 101110000 010001001
6,000000100 101110000 010001011
4,111111111 000000000 000000000
7,111101111 000010000 000000000
1,111101101 000010000 000000010
5,101101101 010010000 000000010
6,101100101 010010000 000001010
8,101100001 010010100 000001010
2,101100000 010010100 000001011
4,111111111 000000000 000000000
3,111101111 000010000 000000000
6,111001111 000010000 000100000
0,111001011 000010100 000100000
8,011001011 000010100 100100000
1,011001010 000010101 100100000
5,001001010 000010101 110100000
7,001000010 000011101 110100000
2,001000000 000011101 110100010
0,111111111 000000000 000000000
5,011111111 100000000 000000000
2,011110111 100000000 000001000
4,010110111 101000000 000001000
8,010100111 101000000 000011000
3,010100110 101000001 000011000
7,111111111 000000000 000000000
3,111111101 000000010 000000000
8,111011101 000000010 000100000
2,111011100 000000011 000100000
6,110011100 000000011 001100000
8,111111111 000000000 000000000
5,111111110 000000001 000000000
2,111110110 000000001 000001000
4,110110110 001000001 000001000
7,110100110 001000001 000011000
1,110100100 001000011 000011000
3,100100100 001000011 010011000
0,100000100 001100011 010011000
6,000000100 001100011 110011000
7,111111111 000000000 000000000
8,111111101 000000010 000000000
4,111111100 000000010 000000001
5,111101100 000010010 000000001
3,111100100 000010010 000001001
6,111000100 000110010 000001001
2,111000000 000110010 000001101
0,110000000 001110010 000001101
1,010000000 001110010 100001101
8,111111111 000000000 000000000
7,111111110 000000001 000000000
1,111111100 000000001 000000010
4,101111100 010000001 000000010
0,101101100 010000001 000010010
6,001101100 110000001 000010010
5,001101000 110000001 000010110
2,001100000 110001001 000010110
6,111111111 000000000 000000000
7,111111011 000000100 000000000
8,111111001 000000100 000000010
5,111111000 000000101 000000010
1,111110000 000000101 000001010
4,101110000 010000101 000001010
0,101100000 010000101 000011010
2,001100000 110000101 000011010
3,000100000 110000101 001011010
1,111111111 000000000 000000000
2,101111111 010000000 000000000
6,100111111 010000000 001000000
7,100111011 010000100 001000000
0,100111001 010000100 001000010
4,000111001 110000100 001000010
3,000101001 110000100 001010010
3,111111111 000000000 000000000
6,111011111 000100000 000000000
0,111011011 000100000 000000100
2,011011011 100100000 000000100
8,010011011 100100000 001000100
4,010011010 100100001 001000100
1,111111111 000000000 000000000
8,101111111 010000000 000000000
2,101111110 010000000 000000001
7,100111110 011000000 000000001
6,100111100 011000000 000000011
4,100111000 011000100 000000011
0,100101000 011000100 000010011
6,111111111 000000000 000000000
2,111111011 000000100 000000000
3,110111011 000000100 001000000
8,110011011 000100100 001000000
7,110011010 000100100 001000001
5,110011000 000100110 001000001
4,111111111 000000000 000000000
3,111101111 000010000 000000000
2,111001111 000010000 000100000
5,110001111 001010000 000100000
8,110000111 001010000 000101000
1,110000110 001010001 000101000
7,100000110 001010001 010101000
0,100000100 001010011 010101000
6,000000100 001010011 110101000
0,111111111 000000000 000000000
4,011111111 100000000 000000000
7,011101111 100000000 000010000
6,011101101 100000010 000010000
8,011101001 100000010 000010100
2,011101000 100000011 000010100
4,111111111 000000000 000000000
3,111101111 000010000 000000000
2,111001111 000010000 000100000
7,110001111 001010000 000100000
5,110001101 001010000 000100010
6,110000101 001011000 000100010
1,110000001 001011000 000100110
8,100000001 011011000 000100110
8,111111111 000000000 000000000
3,111111110 000000001 000000000
1,111011110 000000001 000100000
4,101011110 010000001 000100000
7,101001110 010000001 000110000
0,101001100 010000011 000110000
6,001001100 010000011 100110000
5,111111111 000000000 000000000
1,111110111 000001000 000000000
4,101110111 000001000 010000000
0,101100111 000011000 010000000
8,001100111 000011000 110000000
3,001100110 000011001 110000000
7,001000110 000011001 110100000
2,001000100 000011011 110100000
6,111111111 000000000 000000000
5,111111011 000000100 000000000
0,111110011 000000100 000001000
2,011110011 100000100 000001000
1,010110011 100000100 001001000
3,000110011 110000100 001001000
4,000010011 110000100 001101000
7,000000011 110010100 001101000
8,000000001 110010100 001101010
7,111111111 000000000 000000000
0,111111101 000000010 000000000
2,011111101 000000010 100000000
3,010111101 001000010 100000000
1,010011101 001000010 100100000
4,000011101 011000010 100100000
5,000001101 011000010 100110000
6,000000101 011001010 100110000
6,111111111 000000000 000000000
7,111111011 000000100 000000000
5,111111001 000000100 000000010
1,111110001 000001100 000000010
0,101110001 000001100 010000010
3,001110001 100001100 010000010
8,001010001 100001100 010100010
4,001010000 100001101 010100010
3,111111111 000000000 000000000
5,111011111 000100000 000000000
1,111010111 000100000 000001000
0,101010111 010100000 000001000
4,001010111 010100000 100001000
2,001000111 010110000 100001000
6,000000111 010110000 101001000
8,000000011 010110100 101001000
2,111111111 000000000 000000000
1,110111111 001000000 000000000
0,100111111 001000000 010000000
5,000111111 101000000 010000000
6,000110111 101000000 010001000
8,000110011 101000100 010001000
4,000110010 101000100 010001001
0,111111111 000000000 000000000
5,011111111 100000000 000000000
1,011110111 100000000 000001000
4,001110111 110000000 000001000
6,001100111 110000000 000011000
8,001100011 110000100 000011000
3,001100010 110000100 000011001
1,111111111 000000000 000000000
3,101111111 010000000 000000000
2,101011111 010000000 000100000
5,100011111 011000000 000100000
4,100010111 011000000 000101000
8,100000111 011010000 000101000
7,100000110 011010000 000101001
8,111111111 000000000 000000000
3,111111110 000000001 000000000
4,111011110 000000001 000100000
5,111001110 000010001 000100000
7,111000110 000010001 000101000
2,111000100 000010011 000101000
6,110000100 000010011 001101000
7,111111111 000000000 000000000
6,111111101 000000010 000000000
5,111111001 000000010 000000100
4,111110001 000001010 000000100
1,111100001 000001010 000010100
3,101100001 010001010 000010100
0,101000001 010001010 000110100
8,001000001 110001010 000110100
2,001000000 110001010 000110101
0,111111111 000000000 000000000
4,011111111 100000000 000000000
5,011101111 100000000 000010000
8,011100111 100001000 000010000
1,011100110 100001000 000010001
3,001100110 110001000 000010001
6,001000110 110001000 000110001
7,001000010 110001100 000110001
2,001000000 110001100 000110011
1,111111111 000000000 000000000
7,101111111 010000000 000000000
3,101111101 010000000 000000010
2,101011101 010100000 000000010
6,100011101 010100000 001000010
8,100011001 010100100 001000010
0,100011000 010100100 001000011
6,111111111 000000000 000000000
0,111111011 000000100 000000000
8,011111011 000000100 100000000
3,011111010 000000101 100000000
4,011011010 000000101 100100000
5,011001010 000010101 100100000
7,011000010 000010101 100101000
7,111111111 000000000 000000000
8,111111101 000000010 000000000
1,111111100 000000010 000000001
5,101111100 010000010 000000001
2,101110100 010000010 000001001
3,100110100 011000010 000001001
4,100010100 011000010 000101001
3,111111111 000000000 000000000
2,111011111 000100000 000000000
1,110011111 000100000 001000000
5,100011111 010100000 001000000
8,100010111 010100000 001001000
0,100010110 010100001 001001000
4,000010110 010100001 101001000
6,000000110 010110001 101001000
7,000000010 010110001 101001100
7,111111111 000000000 000000000
8,111111101 000000010 000000000
1,111111100 000000010 000000001
5,101111100 010000010 000000001
6,101110100 010000010 000001001
4,101110000 010000110 000001001
0,101100000 010000110 000011001
3,001100000 110000110 000011001
2,111111111 000000000 000000000
7,110111111 001000000 000000000
8,110111101 001000000 000000010
1,110111100 001000001 000000010
4,100111100 001000001 010000010
5,100101100 001010001 010000010
6,100100100 001010001 010001010
1,111111111 000000000 000000000
6,101111111 010000000 000000000
0,101111011 010000000 000000100
5,001111011 110000000 000000100
2,001110011 110000000 000001100
1,111111111 000000000 000000000
8,101111111 010000000 000000000
3,101111110 010000000 000000001
0,101011110 010100000 000000001
5,001011110 010100000 100000001
2,001010110 010101000 100000001
6,000010110 010101000 101000001
4,000010010 010101100 101000001
4,111111111 000000000 000000000
2,111101111 000010000 000000000
8,110101111 000010000 001000000
0,110101110 000010001 001000000
3,010101110 000010001 101000000
7,010001110 000110001 101000000
5,010001100 000110001 101000010
2,111111111 000000000 000000000
8,110111111 001000000 000000000
1,110111110 001000000 000000001
4,100111110 011000000 000000001
5,100101110 011000000 000010001
3,100100110 011001000 000010001
6,100000110 011001000 000110001
0,100000010 011001100 000110001
6,111111111 000000000 000000000
3,111111011 000000100 000000000
7,111011011 000000100 000100000
0,111011001 000000110 000100000
1,011011001 000000110 100100000
4,001011001 010000110 100100000
8,001001001 010000110 100110000
3,111111111 000000000 000000000
4,111011111 000100000 000000000
2,111001111 000100000 000010000
6,110001111 001100000 000010000
1,110001011 001100000 000010100
0,100001011 011100000 000010100
5,000001011 011100000 100010100
7,000000011 011101000 100010100
8,000000001 011101000 100010110
3,111111111 000000000 000000000
0,111011111 000100000 000000000
6,011011111 000100000 100000000
4,011011011 000100100 100000000
2,011001011 000100100 100010000
5,010001011 001100100 100010000
8,010000011 001100100 100011000
1,010000010 001100101 100011000
7,000000010 001100101 110011000
6,111111111 000000000 000000000
0,111111011 000000100 000000000
2,011111011 000000100 100000000
5,010111011 001000100 100000000
7,010110011 001000100 100001000
3,010110001 001000110 100001000
4,010010001 001000110 100101000
1,111111111 000000000 000000000
5,101111111 010000000 000000000
6,101110111 010000000 000001000
8,101110011 010000100 000001000
7,101110010 010000100 000001001
3,101110000 010000110 000001001
2,101010000 010000110 000101001
0,100010000 011000110 000101001
4,000010000 011000110 100101001
4,111111111 000000000 000000000
0,111101111 000010000 000000000
5,011101111 000010000 100000000
1,011100111 000011000 100000000
6,001100111 000011000 110000000
3,001100011 000011100 110000000
8,001000011 000011100 110100000
2,001000010 000011101 110100000
1,111111111 000000000 000000000
0,101111111 010000000 000000000
6,001111111 010000000 100000000
3,001111011 010000100 100000000
7,001011011 010000100 100100000
8,001011001 010000110 100100000
4,001011000 010000110 100100001
2,111111111 000000000 000000000
6,110111111 001000000 000000000
3,110111011 001000000 000000100
8,110011011 001100000 000000100
1,110011010 001100000 000000101
4,100011010 011100000 000000101
0,100001010 011100000 000010101
0,111111111 000000000 000000000
1,011111111 100000000 000000000
4,001111111 100000000 010000000
6,001101111 100010000 010000000
7,001101011 100010000 010000100
2,001101001 100010010 010000100
8,000101001 100010010 011000100
5,111111111 000000000 000000000
8,111110111 000001000 000000000
6,111110110 000001000 000000001
2,111110010 000001100 000000001
3,110110010 000001100 001000001
0,110010010 000101100 001000001
4,010010010 000101100 101000001
6,111111111 000000000 000000000
7,111111011 000000100 000000000
0,111111001 000000100 000000010
3,011111001 100000100 000000010
4,011011001 100000100 000100010
8,011001001 100010100 000100010
1,011001000 100010100 000100011
5,001001000 110010100 000100011
2,001000000 110010100 000101011
8,111111111 000000000 000000000
0,111111110 000000001 000000000
6,011111110 000000001 100000000
1,011111010 000000101 100000000
4,001111010 000000101 110000000
2,001101010 000010101 110000000
7,111111111 000000000 000000000
1,111111101 000000010 000000000
2,101111101 000000010 010000000
6,100111101 001000010 010000000
4,100111001 001000010 010000100
3,100101001 001010010 010000100
5,100001001 001010010 010100100
0,100000001 001011010 010100100
0,111111111 000000000 000000000
5,011111111 100000000 000000000
3,011110111 100000000 000001000
7,011010111 100100000 000001000
1,011010101 100100000 000001010
4,001010101 110100000 000001010
8,001000101 110100000 000011010
2,001000100 110100001 000011010
6,000000100 110100001 001011010
0,111111111 000000000 000000000
